node_id,geneSymbol,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15
138,PSMB5,-0.40777728,-0.28333035,-0.0076905307,0.4301537,0.10617873,0.095497124,-0.1430136,0.06510572,-0.017804978,0.4001428,0.21294433,-0.15035444,0.673981,-0.23078515,0.60190225,-0.104974665
139,PSMB2,-0.30771774,-0.24783732,-0.009684467,0.36836696,0.11983522,0.053551976,-0.11536897,0.054803006,-0.027654558,0.3276358,0.1637609,-0.12684855,0.59845495,-0.18676144,0.51093054,-0.06253552
140,PSMB1,-0.2899176,-0.24812913,-0.004566547,0.37496644,0.090747304,0.05143436,-0.09237741,0.059164584,-0.03029895,0.30142987,0.1597684,-0.13499571,0.5890717,-0.18091172,0.4901037,-0.07493345
143,TSPO,-0.20319454,-0.15428066,-0.0015770416,0.15439631,0.037238806,0.0007421151,0.010613028,0.02535773,0.027617762,0.18901342,0.08680542,-0.066542596,0.27722844,-0.09555754,0.22186422,0.05036564
153,ACLY,-0.34269544,-0.2764024,0.00094404764,0.38915712,0.08294682,0.07573053,-0.12090904,0.059481397,-0.019771973,0.35643116,0.18142056,-0.12874308,0.6076819,-0.19584182,0.54073447,-0.08309373
155,PSME3,-0.14738208,-0.10295931,0.0059926338,0.18294749,0.03359928,0.038139854,-0.058276195,0.0236921,0.007782028,0.1455976,0.0701235,-0.07438829,0.26340514,-0.10976333,0.22340956,-0.033097565
156,PSME2,-0.39918193,-0.30267954,-0.0054404363,0.4399695,0.09824042,0.0729499,-0.12900665,0.06096849,-0.031841487,0.41467673,0.21859415,-0.1424658,0.6853911,-0.2065357,0.61443603,-0.09833918
157,GMNN,-0.43955785,-0.36856636,0.012844624,0.55676925,0.09983039,0.08558051,-0.15093625,0.07076305,-0.011526445,0.47252837,0.26593882,-0.21196039,0.828715,-0.2821991,0.74588794,-0.12404271
158,PSME1,-0.5185578,-0.41026667,0.011153019,0.6090291,0.12576154,0.098182365,-0.17268552,0.0886731,-0.021881191,0.53746027,0.28955457,-0.21482311,0.9323914,-0.30157268,0.8194488,-0.13377018
161,CRBN,-0.22734249,-0.18398842,-0.014264612,0.29265913,0.07625766,0.041216146,-0.12549385,0.041629978,-0.039022483,0.25343394,0.09182876,-0.10290559,0.50164,-0.15901735,0.3993657,-0.033792615
163,RRP1B,-0.55146843,-0.4307628,0.02647995,0.65135705,0.13368584,0.100294255,-0.17887163,0.086046115,0.0065528154,0.5570506,0.29531413,-0.25837117,0.95996976,-0.33655447,0.8738732,-0.13919647
164,KIF11,-0.35930794,-0.3232072,0.02058718,0.45025894,0.098620765,0.0741874,-0.12637724,0.072338395,-0.01696965,0.3826977,0.198649,-0.15071566,0.70681643,-0.23094808,0.60945505,-0.09693886
166,PSMD9,-0.38087884,-0.2908908,0.0065261023,0.42659357,0.08901239,0.08085654,-0.10977258,0.061140887,-0.021747496,0.3822967,0.1996241,-0.14795876,0.6408329,-0.20519613,0.58762693,-0.09914029
168,NRAS,-0.33130917,-0.28188157,-0.004409132,0.43013266,0.10394469,0.05612409,-0.113206305,0.07006266,-0.025796577,0.34354708,0.18877378,-0.15145925,0.6826605,-0.21682346,0.55949223,-0.08355011
169,PSMD3,-0.3986994,-0.3414554,0.0063789613,0.5132469,0.15328364,0.06978287,-0.14233679,0.07492221,-0.028189715,0.42115226,0.21653463,-0.18062733,0.8107777,-0.2645149,0.6811911,-0.08395317
170,PSMD2,-0.55019003,-0.4152521,0.00054051797,0.6609684,0.17914727,0.07846398,-0.19686799,0.09761908,-0.026880378,0.55774385,0.29109648,-0.25414562,1.0288619,-0.32795563,0.885911,-0.13664706
171,KIT,-0.5572953,-0.3744039,-0.006255676,0.60320574,0.13474186,0.12232482,-0.20233428,0.084650755,-0.024307633,0.5473732,0.28410926,-0.21862862,0.921026,-0.31198516,0.82997084,-0.15331988
172,PSMD1,-0.35157737,-0.31922603,0.018098073,0.46962112,0.12810326,0.067378886,-0.107992664,0.07764636,-0.020861365,0.3608743,0.18749107,-0.15984273,0.7322875,-0.24010791,0.6019854,-0.076366104
180,RACGAP1,-0.35166803,-0.3040166,0.004223971,0.4326631,0.11291855,0.0634123,-0.13072899,0.061970633,-0.017962411,0.3815501,0.19635846,-0.15265037,0.6863662,-0.21810348,0.60115314,-0.077265255
183,SCN4A,0.11334248,0.04970553,0.004313424,-0.07152887,0.06427799,0.025902215,0.053218246,-0.039091997,-0.0018287757,-0.19758023,-0.101424456,0.009854305,-0.139469,0.05674123,-0.12698969,0.025066067
190,ABCC5,-0.6257097,-0.44482976,0.016880982,0.69900656,0.10076916,0.13011199,-0.2201122,0.09625299,-0.039365146,0.6310861,0.38480094,-0.26748297,1.0512998,-0.35652298,0.96385026,-0.21795608
191,PTGFR,-0.35787457,0.08760638,0.16660693,0.18993698,-0.18822978,0.35814342,0.08460865,0.01707143,-0.25803828,-0.09351956,-0.24315363,0.16092502,0.0007588351,-0.050284315,-0.060087472,-0.27274212
192,ABCC6,0.07261691,0.07427294,0.0132282,-0.12019372,0.0024833381,-0.052181587,0.04418606,0.010248588,-0.03287285,-0.13362417,-0.018945146,0.031456146,-0.17947946,0.08543978,-0.10335949,0.0002060514
194,ABCC8,-0.0796376,-0.06847322,0.030464303,-0.0037300456,-0.018550348,0.05643195,-0.033929326,-0.03916449,0.06358151,0.0328232,0.016791236,-0.017756648,-0.07758294,0.029805273,0.015360007,0.031220986
195,ABCC1,-0.18894929,-0.15889165,-0.041360617,0.20519638,0.06469277,0.051993508,-0.012957439,0.07885649,0.02642715,0.24429946,0.113605954,-0.09898876,0.39575523,-0.12243628,0.29685283,-0.07677421
196,ABCC2,-0.254214,-0.24535897,-0.026032243,0.3108379,0.10884459,0.03863491,-0.061414197,0.050324623,-0.032070387,0.2663738,0.14682439,-0.12995248,0.5387477,-0.16248052,0.4452644,-0.035800867
197,ABCC3,-0.155243,-0.12419366,0.022042489,0.19405514,0.11853886,-0.049802445,-0.027679514,0.06277064,-0.08946023,0.1681553,0.11282224,-0.18053374,0.411002,-0.07506224,0.29108584,-0.024204243
198,ABCC4,0.051935133,0.1695577,0.06560956,-0.29924405,-0.07474977,0.13985617,-0.060804345,-0.118216746,-0.030641455,-0.19366802,-0.104301564,0.09415559,-0.5258195,0.05722681,-0.33870786,0.040232055
203,CYP2C19,0.083936,0.14583671,-0.044377398,-0.22711071,-0.08108217,0.08392488,-0.035858586,-0.006374104,-0.039360333,-0.1691026,-0.12537372,0.12875105,-0.23017912,-0.011164503,-0.22807828,-0.13974324
205,DLG4,0.09099016,0.1886405,0.008362184,-0.24484113,-0.1598941,-0.0020326923,-0.0056105866,-0.059026998,0.117714986,-0.100812815,0.025082959,0.042419888,-0.43927518,0.0031585002,-0.25416896,-0.027335487
207,ABCC9,-0.12831144,-0.14681786,0.04700692,0.12027683,0.010658354,0.06974143,-0.03883916,-0.019214967,0.06139838,0.12886278,0.04877309,-0.06248041,0.060272098,-0.0154017005,0.1374677,-0.0035912767
213,MARK4,-0.21564752,-0.19165096,0.0034550477,0.28490484,0.0642981,0.029365934,-0.07527152,0.051389214,-0.0014190616,0.24170871,0.12920463,-0.10591683,0.44899783,-0.15239334,0.38055587,-0.035060085
215,TK1,-0.3707651,-0.29046148,0.015687106,0.4252999,0.07899853,0.07929574,-0.12786388,0.06274402,0.0037821014,0.3695999,0.20622915,-0.15556599,0.63824373,-0.2138622,0.564457,-0.0926599
216,MARK3,-0.1870724,-0.17777452,-0.0012571453,0.2734437,0.08865154,0.038222026,-0.056995668,0.034846943,-0.0021302071,0.2198316,0.108129345,-0.105160385,0.4398516,-0.12970786,0.33999228,-0.031406544
217,TSC22D3,-0.32261357,-0.2518653,-0.010190059,0.36928803,0.08243322,0.07964061,-0.10630505,0.057495806,-0.011829913,0.32680327,0.16286409,-0.112390205,0.5795696,-0.19883838,0.49250475,-0.07532192
218,SCN3A,0.10580784,0.13757378,-0.01793173,-0.23279253,0.06403418,-0.022472283,0.045564502,0.014723342,0.03771805,-0.10854017,-0.04311097,0.020518813,-0.2000566,0.09079187,-0.24907348,0.010939239
222,PTGIR,-0.043505132,-0.041178465,0.0073699225,0.028307952,0.009301471,0.011946673,-0.013133258,0.068285994,-0.018447414,-0.013003454,0.027492449,-0.035418563,0.029769192,-0.06033912,0.052621026,-0.008622049
223,ABCB1,-0.20020579,-0.2115018,-0.08365837,0.2822333,0.06795776,-0.033404797,-0.12671812,0.05182339,0.0057222466,0.2155418,0.05361073,-0.07522178,0.4004184,-0.14425135,0.38510323,-0.07840124
233,SCN2A,0.16092473,0.3929548,-0.022443518,-0.43205568,-0.11695723,0.021073483,-0.0059215203,0.012521859,-0.00060025044,-0.35973647,-0.1569336,0.18013793,-0.5919694,0.082253695,-0.53274846,-0.16194397
236,SLC6A3,-0.08773195,-0.021648727,0.01076812,-0.00080299843,-0.027186576,0.05741753,-0.034830943,0.00089646864,0.026523486,0.058672383,0.01352576,0.0036024032,0.019230457,-0.015533552,0.06766417,-0.050308928
237,SLC6A4,-0.18198705,-0.1509794,-0.009368482,0.19834992,0.08537036,0.051824853,-0.041632436,0.037979178,0.0051931343,0.20162657,0.09554498,-0.08205718,0.33853483,-0.09159803,0.28369156,0.016910456
238,ABCA1,-0.27528542,-0.2719591,-0.010067805,0.3760364,0.07313357,0.065766916,-0.11022952,0.054043878,-0.004684717,0.31623995,0.17308842,-0.11448632,0.57573557,-0.18663324,0.4951084,-0.045079917
239,SLC6A1,0.20175135,0.26670346,-0.0992714,-0.3527977,-0.07469682,-0.08880521,0.072635576,-0.18202382,-0.09592207,-0.2559631,-0.09562782,0.19330218,-0.6315001,0.15644476,-0.49515513,0.0887465
241,SLC6A2,-0.17349087,-0.1291681,-0.029291034,0.2235201,0.12685896,-0.02839119,-0.016256522,0.03975442,-0.09962238,0.18901028,0.11276916,-0.066217944,0.3864009,-0.11368192,0.3052174,-0.085725054
242,ABCA7,-0.19793618,-0.14446518,-0.055278316,0.29347494,0.07051956,-0.008484835,-0.09318411,0.018576654,-0.018678347,0.23606017,0.13007952,-0.108666755,0.42073917,-0.114462845,0.38132176,-0.03051407
252,SLC6A5,0.28180814,0.28586033,0.12508702,-0.44080752,-0.20043722,-0.03110642,0.13514255,-0.014905639,0.061061308,-0.3578666,-0.21537605,0.24560268,-0.8310365,0.31957194,-0.6693768,0.16221064
253,SCN1A,-0.17436974,-0.21103236,-0.01927915,0.26954198,0.12350653,0.004844755,-0.013657711,0.041592028,-0.023887813,0.21515554,0.09839071,-0.13798784,0.4159035,-0.09231445,0.36239097,-0.01120575
254,SCN1B,-0.2096746,-0.18662009,-0.006556819,0.2540412,0.0760804,0.031161053,-0.07459038,0.035345476,-0.017726557,0.22509679,0.11779021,-0.079146385,0.42737782,-0.12636755,0.35286838,-0.029146917
256,SLC6A9,0.025416609,0.08019942,0.06467158,-0.1141793,-0.0049383044,0.012000326,0.03333822,-0.045987714,0.0051525356,-0.11971472,-0.06362814,0.010381322,-0.27882436,0.079482615,-0.18039438,-0.027959822
260,EHMT2,-0.2429036,-0.22099392,0.011936204,0.30621877,0.06664266,0.05256661,-0.072101325,0.057332214,-0.007431792,0.26191688,0.12152407,-0.094815545,0.48564434,-0.15325056,0.41895202,-0.06252508
262,LCAT,-0.13884014,-0.1212054,-0.0077027343,0.1696226,0.07250791,0.0062870895,-0.05681199,0.017010977,-0.0049076783,0.15427902,0.09331885,-0.059199274,0.2636181,-0.07035157,0.24233215,-0.025662938
269,SCN8A,-0.0013676919,0.081517085,-0.027219342,-0.12302585,-0.04000608,0.027090393,0.040238164,-0.019846711,-0.05943392,-0.047408678,-0.011852583,0.06934643,-0.13886279,0.08543483,-0.15496328,0.013645216
271,CYP27B1,-0.16926919,-0.16494346,0.15676734,0.19893245,-0.08716479,0.08815525,-0.064821556,-0.04273101,0.07862122,0.16174148,0.072322085,-0.039777838,0.11571634,-0.10324882,0.24149522,-0.04194278
273,AKT1,-0.44197434,-0.3290169,-0.0008596561,0.49871516,0.124559514,0.0846033,-0.15305156,0.06501575,-0.020729516,0.44465536,0.24081829,-0.16883813,0.77501637,-0.2592652,0.6720909,-0.10236671
276,DIABLO,-0.2978585,-0.24819352,-0.008229348,0.37360597,0.107357666,0.05307993,-0.118575186,0.05685804,-0.019827735,0.33220428,0.1614861,-0.12694383,0.6083745,-0.20424758,0.52435744,-0.0632903
277,TMEM97,-0.32551038,-0.27920994,-0.0041806437,0.40807372,0.100375235,0.054878898,-0.10781014,0.057093244,-0.042796776,0.3422811,0.17975537,-0.14032859,0.6462361,-0.18923202,0.5487399,-0.07610238
278,CDA,-0.09707399,-0.08360061,-0.07851906,0.11104974,0.0061768033,0.014432076,0.0073781237,0.046172477,-0.013877719,0.11651408,0.0867307,-0.011745222,0.19196042,-0.04773354,0.19444144,-0.036465354
279,IPO13,-0.24269503,-0.15821108,0.0021494436,0.19988465,0.021335773,0.07452282,-0.09788389,0.02832311,0.019113502,0.22060573,0.12836647,-0.075425535,0.30978853,-0.14106992,0.30610573,-0.062070865
294,CYP27A1,0.16913034,0.21457587,-0.078783765,-0.37084994,-0.05591786,0.03420875,0.080794506,-0.048804447,-0.036656085,-0.2955764,-0.13261348,0.13501993,-0.5708469,0.18356855,-0.5219942,0.018526739
296,POLE,-0.1541329,-0.1486323,0.01263546,0.27676308,0.058183383,-0.010944881,-0.10512167,0.11284553,-0.02546125,0.23567455,0.10946904,-0.1025492,0.41945815,-0.16057067,0.37071466,-0.041894894
304,GRIN2A,-0.11074638,-0.095588215,-0.01431247,0.12334469,0.018343631,0.03934209,-0.062233757,0.002082951,0.026120704,0.1503646,0.081458695,-0.048290566,0.19680633,-0.080934234,0.19938515,-0.036252342
305,PGA5,0.26280594,0.25800207,0.08099087,-0.52817184,-0.24161346,-0.01832204,0.13654926,-0.07858081,-0.10155104,-0.40076312,-0.16954032,0.14275217,-0.8078711,0.24998404,-0.5679715,0.0030345311
314,CBS,-0.21795858,-0.1733905,0.011747722,0.26870945,0.06950331,0.04007296,-0.11241141,0.056778595,0.011535045,0.26089197,0.14328367,-0.09774891,0.44369787,-0.13064353,0.37082484,-0.028487766
316,OPRL1,0.2763174,0.35342434,-0.034025617,-0.46726894,-0.12764934,-0.0025581121,0.1565681,-0.04578161,0.0642876,-0.44113705,-0.048337225,0.058975462,-0.7423968,0.17597857,-0.71878636,0.09712891
319,ABCG1,-0.0994835,0.098141044,0.15114395,0.056051705,-0.10271745,0.02476521,0.049810864,-0.044065323,-0.13273673,0.19132793,0.019357942,-0.01620306,0.26497072,-0.025731256,0.046370868,-0.10185024
320,GRIN2B,-0.1722678,-0.14237873,-0.0073915515,0.19044665,0.0346262,0.042599235,-0.08283786,0.012139668,0.021734776,0.21422353,0.10869885,-0.063185774,0.2845831,-0.11389724,0.2879816,-0.024962427
321,ABCG2,-0.11740823,-0.2068657,0.044104666,0.25970703,0.075448774,0.03830942,-0.10814145,0.043804742,0.006415032,0.16737707,0.049323417,-0.11208169,0.3557538,-0.09312296,0.29626235,-0.07755746
322,GRIN2C,0.13920252,0.18808362,-0.00071285665,-0.29201365,-0.099377766,-0.0121808965,0.06174063,-0.039614268,0.019837672,-0.1998548,-0.074933544,0.07101217,-0.507885,0.12030731,-0.3145001,-0.004369826
323,GRIN2D,-0.22824182,-0.19635373,0.0012332513,0.29457796,0.038319986,0.030121261,-0.08683838,0.035264954,0.02006019,0.27342284,0.16563383,-0.12826793,0.4486028,-0.17536293,0.42104653,-0.05690908
339,GRIN3A,-0.03975191,0.022736035,-0.017647043,-0.014488143,0.0042484,0.013913396,0.005916342,-0.03381888,-0.0028776685,0.07075511,0.03534936,-0.037964724,-0.044059128,-0.008470528,0.024109844,-0.03979537
340,GRIN3B,0.035883535,0.029540857,-0.021655455,-0.0743527,-0.07777247,0.015041477,-0.0333803,-0.029182665,0.040369663,-0.041227516,0.017257841,0.022657469,-0.14986306,-0.002849685,-0.09211595,-0.02742734
346,ACE2,-0.15679532,-0.13100377,0.01984276,0.21051644,0.0079450775,0.034414247,-0.021679701,0.034381934,0.005735626,0.15359144,0.08745614,-0.11352471,0.28258705,-0.098418675,0.27055508,-0.066894375
347,ERBB3,-0.30955368,-0.25587052,-0.0016414876,0.37581268,0.08184723,0.056220017,-0.10223156,0.05527688,-0.014257302,0.3314109,0.1771368,-0.14085458,0.58465576,-0.19554885,0.52192414,-0.07607216
348,ERBB2,-0.37262523,-0.2925116,0.004866184,0.4201063,0.10430688,0.07405863,-0.15205678,0.058442675,-0.014337371,0.39571086,0.23608902,-0.14484955,0.6746798,-0.2366012,0.5921416,-0.083307095
349,CAT,-0.2400296,-0.23720576,-0.0026202297,0.32333928,0.08446889,0.02844679,-0.082543604,0.04460461,-0.0067407186,0.28413367,0.14811091,-0.11374067,0.51458174,-0.16031687,0.45172107,-0.036852922
350,OPRK1,0.11268492,0.11427782,-0.0030697614,-0.21557313,-0.11847228,0.056277394,0.11887203,0.024222642,0.06714794,-0.11015488,-0.07599536,0.04579575,-0.3114676,0.13264902,-0.21965826,-0.0014546989
351,SCN5A,-0.12264168,-0.07457817,-0.029587992,0.13144952,-0.025975179,0.03253209,-0.03984169,0.035012003,-0.0012168642,0.11923237,0.07007428,-0.060700558,0.20855278,-0.08267559,0.20294422,-0.07073829
356,ATF3,-0.22782785,-0.21006979,-0.014139222,0.32310516,0.08295605,0.036473423,-0.08814471,0.055788882,-0.02491535,0.26269546,0.14092183,-0.10192297,0.5016531,-0.15460171,0.41955486,-0.031499013
366,BRCA1,-0.48619258,-0.38851866,0.030751534,0.5592994,0.12815246,0.1031362,-0.15815619,0.085912,-0.016770722,0.4816039,0.23703164,-0.19071117,0.8561326,-0.2818783,0.75098705,-0.1239484
