,roc_auc_score,euclidean,canberra,cosine,Parents,Variation_Function,Individual,Generation,Submitted Timestamp,Completed Timestamp,Eval Error,Pareto_Front,pipeline_scores_Euc,pipeline_scores_Canberra,pipeline_scores_cosine,selected_fs,pr_auc,f1_score,precision,recall
"('SequentialPipeline', 'FeatureSetSelector(465)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5869065470801267,0.4380454357537323,5.967618573865952,0.3048614432299475,"(('SequentialPipeline', 'FeatureSetSelector(465)', ('SequentialPipeline', 'MinMaxScaler()', 'SelectPercentile(percentile=98.03810854176808)', frozenset({'FeatureUnion', 'FastICA(algorithm=deflation, n_components=38, whiten=unit-variance)', 'QuantileTransformer(n_quantiles=353, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.7561975810306857, min_samples_leaf=16, min_samples_split=19, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(83)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ea6f1b160>,67.0,1764892002.1875343,1764892005.9911923,,,0.0,0.0,0.0,465,0.5557091076727041,0.5784412955465587,0.5516409266409267,0.6079787234042553
"('SequentialPipeline', 'FeatureSetSelector(265)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5703377871774559,0.5319388452743743,6.606355522512495,0.1249893361471689,"(('SequentialPipeline', 'FeatureSetSelector(265)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(265)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ea6dd0e50>,67.0,1764892001.5290039,1764892004.304888,,,0.0,0.0,0.0,265,0.5552683618682187,0.5739563862928349,0.5399765533411489,0.6125
"('SequentialPipeline', 'FeatureSetSelector(437)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5729466811905839,0.6748974431054875,8.094850911666029,0.6444151999349751,"(('SequentialPipeline', 'FeatureSetSelector(209)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(437)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154e7c7ee200>,69.0,1764892162.7551665,1764892165.8085394,,,1.0,2.0,2.0,437,0.5433186233549947,0.5651323510236015,0.5543617293425428,0.5763297872340426
"('SequentialPipeline', 'FeatureSetSelector(344)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5648602662403803,1.0135784211202543,9.850097992493934,0.940854093780664,"(('SequentialPipeline', 'FeatureSetSelector(83)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.054844337373420086)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))","ind_mutate , ind_mutate , ind_crossover",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154e511bbdf0>,71.0,1764892339.027857,1764892341.7812836,,,3.0,3.0,3.0,344,0.5407458778923739,0.5623261694058154,0.5359036144578313,0.5914893617021276
"('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5737048013807152,0.8267986295009595,8.635348525428702,0.7156384971258551,"(('SequentialPipeline', 'FeatureSetSelector(159)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.054844337373420086)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154e27f32410>,73.0,1764892624.6383517,1764892628.70125,,,3.0,3.0,2.0,173,0.5462024649417435,0.5653954440747376,0.5448939319190923,0.5875
"('SequentialPipeline', 'FeatureSetSelector(93)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.054844337373420086)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)'))",0.5328549753847895,0.4199856872460339,7.223242252266573,0.2856406453795766,"(('SequentialPipeline', 'FeatureSetSelector(54)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.054844337373420086)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(93)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.018288627406955346)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))","ind_crossover , ind_mutate",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553e7331360>,75.0,1764892855.7789516,1764892857.867215,,,0.0,1.0,0.0,93,0.5255211845336629,0.5412245941454685,0.5210435638690623,0.563031914893617
"('SequentialPipeline', 'FeatureSetSelector(272)', ('SequentialPipeline', 'RobustScaler(q_max=0.9606801264470071, q_min=0.006373592419201737)', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)'))",0.554516431360344,0.3859847478951771,5.272941760197229,0.2485275064929613,"(('SequentialPipeline', 'FeatureSetSelector(272)', ('SequentialPipeline', 'Passthrough()', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(272)', ('SequentialPipeline', 'Passthrough()', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154dfc604040>,75.0,1764892842.5099182,1764892849.419095,,,0.0,0.0,0.0,272,0.536007438572744,0.5746792544178165,0.5273211905819636,0.6313829787234042
"('SequentialPipeline', 'FeatureSetSelector(126)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.024500238450803236)', 'Passthrough()', 'HistGradientBoostingClassifier(early_stop=off, l2_regularization=0.004622777886371618, learning_rate=0.05819845129539123, max_depth=None, max_features=0.9679660549620699, max_leaf_nodes=759, min_samples_leaf=66, tol=0.0001)'))",0.5494489517315526,0.5527784574977997,8.208818519100172,0.5674904008570927,"(('SequentialPipeline', 'FeatureSetSelector(126)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.024500238450803236)', 'Passthrough()', 'BaggingClassifier(bootstrap=False, bootstrap_features=False, max_features=0.5367239072589901, max_samples=0.9811937883579652, n_estimators=39, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(126)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.024500238450803236)', 'Passthrough()', 'BaggingClassifier(bootstrap=False, bootstrap_features=False, max_features=0.5367239072589901, max_samples=0.9811937883579652, n_estimators=39, n_jobs=1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154de9936590>,76.0,1764893148.6950884,1764893151.5566463,,,0.0,2.0,2.0,126,0.5344149113634353,0.544936544936545,0.5310449268046441,0.5595744680851064
"('SequentialPipeline', 'FeatureSetSelector(522)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5806679351516523,0.7477296390925697,8.863683367438746,0.6924994057047688,"(('SequentialPipeline', 'FeatureSetSelector(369)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(369)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154de576fc40>,76.0,1764893131.1406953,1764893140.696965,,1.0,2.0,3.0,2.0,522,0.5477194354172649,0.584956843403206,0.5452873563218391,0.6308510638297873
"('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.005039839560418313)', frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)'))",0.5917887406631961,0.7038898986665391,7.846794830301762,0.5616650348077906,"(('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'RFE(step=0.3702993938593531)', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=entropy, max_features=0.718103719763491, min_samples_leaf=14, min_samples_split=11, n_estimators=100, n_jobs=1)'), frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'RFE(step=0.3702993938593531)', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=entropy, max_features=0.718103719763491, min_samples_leaf=14, min_samples_split=11, n_estimators=100, n_jobs=1)'), frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154dc165b640>,78.0,1764893373.008591,1764893404.3522415,,1.0,2.0,1.0,1.0,538,0.555131469141708,0.5916810238739847,0.5506184150251947,0.6393617021276595
"('SequentialPipeline', 'FeatureSetSelector(188)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)'))",0.5763645526822092,0.2448477802741906,4.721574986720784,0.0284426455900438,"(('SequentialPipeline', 'FeatureSetSelector(188)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(188)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ee407c550>,78.0,1764893366.748281,1764893369.1621833,,,0.0,0.0,0.0,188,0.5527292642313901,0.5848170128585559,0.5464417744916821,0.6289893617021277
"('SequentialPipeline', 'FeatureSetSelector(113)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=None, criterion=gini, max_features=0.2426669273759912, min_samples_leaf=17, min_samples_split=9, n_estimators=128)'))",0.5802652147464917,0.9109016942359832,9.493321577546018,0.8256505072498319,"(('SequentialPipeline', 'FeatureSetSelector(81)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(113)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.054844337373420086)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))","ind_mutate , ind_mutate , ind_crossover",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154dbf25f0a0>,78.0,1764893364.453808,1764893367.885139,,,3.0,3.0,3.0,113,0.5539946743427377,0.5890954151177199,0.5515081206496519,0.6321808510638298
